*Resp. Cost Center,*Project Type,WBS: Reporting WBS,WBS: Reporting WBS Desc.|Time: Fiscal Year.Period,1/1/2020,2/1/2020,3/1/2020,4/1/2020,5/1/2020,6/1/2020,7/1/2020,8/1/2020,9/1/2020,10/1/2020,11/1/2020,12/1/2020,1/1/2021,2/1/2021,3/1/2021,4/1/2021,5/1/2021,6/1/2021,7/1/2021,8/1/2021,9/1/2021,10/1/2021,11/1/2021,12/1/2021,1/1/2022,2/1/2022,3/1/2022,4/1/2022,5/1/2022,6/1/2022,7/1/2022,8/1/2022,9/1/2022,10/1/2022,11/1/2022,12/1/2022,1/1/2023,2/1/2023,3/1/2023,4/1/2023,5/1/2023,6/1/2023,7/1/2023,8/1/2023,9/1/2023,10/1/2023,11/1/2023,12/1/2023,1/1/2024,2/1/2024,3/1/2024,4/1/2024,5/1/2024,6/1/2024,7/1/2024,8/1/2024,9/1/2024,10/1/2024,11/1/2024,12/1/2024,1/1/2025,2/1/2025,3/1/2025,4/1/2025,5/1/2025,6/1/2025,7/1/2025,8/1/2025,9/1/2025,10/1/2025,11/1/2025,12/1/2025,Overall Result
[-] Customer Service,E,UCUS.00000016.01.01,CUSTOMER ADVOCACY OPERATIONS,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,840.00,60450.00
[-] Customer Service,E,UCUS.00000017.01.01,REGULATORY & EXECUTIVE RESPONSE,109209.00,95901.00,108209.00,112755.00,107783.00,112755.00,117728.00,107783.00,112755.00,112755.00,107783.00,117728.00,106685.00,101765.00,119853.00,114788.00,109723.00,114788.00,114788.00,114788.00,114788.00,109723.00,114788.00,119853.00,109990.00,104960.00,123513.00,113065.00,118289.00,118289.00,113065.00,123513.00,118289.00,113065.00,118289.00,118289.00,118111.00,107679.00,126331.00,110631.00,126722.00,121358.00,115994.00,126722.00,115994.00,121358.00,121358.00,115994.00,126722.00,115994.00,118823.00,124637.00,130150.00,113612.00,130150.00,124637.00,119125.00,130150.00,119125.00,124637.00,125711.00,109752.00,117625.00,123902.00,123902.00,118423.00,129382.00,118423.00,123902.00,129382.00,112944.00,129382.00,8440830.00
[-] Customer Service,E,UCUS.00000018.01.01,SPECIAL CONSUMER SERVICES,32364.00,28142.00,31885.00,31885.00,30436.00,31885.00,33334.00,30436.00,31885.00,31885.00,30436.00,33334.00,30160.00,28724.00,34023.00,32544.00,31064.00,32544.00,32544.00,32544.00,32544.00,31064.00,32544.00,34023.00,31179.00,29739.00,35173.00,32114.00,33643.00,33643.00,32114.00,35173.00,33643.00,32114.00,33643.00,33643.00,33605.00,30550.00,35820.00,31466.00,36186.00,34613.00,33040.00,36186.00,33040.00,34613.00,34613.00,33040.00,36186.00,33040.00,33748.00,35652.00,37272.00,32410.00,37272.00,35652.00,34031.00,37272.00,34031.00,35652.00,37272.00,32410.00,34809.00,36721.00,36721.00,35052.00,38390.00,35052.00,36721.00,38390.00,33383.00,38390.00,2420353.00
[-] Customer Service,E,UCUS.00000019.01.01,EMERGENCY PREPAREDNESS,24931.00,21679.00,24562.00,24562.00,23446.00,24562.00,25679.00,23446.00,24562.00,24562.00,23446.00,25680.00,23233.00,22127.00,26209.00,25069.00,23930.00,25069.00,25069.00,25069.00,25069.00,23930.00,25069.00,26209.00,24018.00,22909.00,27095.00,24739.00,25917.00,25917.00,24739.00,27095.00,25917.00,24739.00,25917.00,25917.00,25887.00,23534.00,27593.00,24240.00,27876.00,26664.00,25452.00,27876.00,25452.00,26664.00,26664.00,25452.00,27876.00,25452.00,25997.00,27464.00,28712.00,24967.00,28712.00,27464.00,26215.00,28712.00,26215.00,27464.00,28712.00,24967.00,26814.00,28287.00,28287.00,27002.00,29573.00,27002.00,28287.00,29573.00,25716.00,29573.00,1864476.00
[-] Customer Service,E,UCUS.00000020.01.01,CUSTOMER BILLING ADMIN,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
[-] Customer Service,E,UCUS.00000020.02.01,CUSTOMER BILLING PROJECT TEAM,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
[-] Customer Service,E,UCUS.00000021.01.01,ELECTRONIC BPO ADMIN,29579.00,26166.00,31419.00,31419.00,29385.00,31419.00,33454.00,29385.00,31419.00,44753.00,42719.00,-182745.00,32004.00,29846.00,37812.00,35588.00,33365.00,35588.00,35588.00,35588.00,35588.00,46698.00,48922.00,-177626.00,33529.00,31365.00,39532.00,34935.00,37234.00,37234.00,34935.00,39532.00,37234.00,97384.00,50567.00,-179046.00,37173.00,32582.00,40502.00,33959.00,41053.00,38688.00,36324.00,41053.00,36324.00,52022.00,-177329.00,49657.00,41053.00,36324.00,37388.00,40249.00,42685.00,35378.00,42685.00,40249.00,37813.00,6958.00,-178204.00,53582.00,42685.00,35378.00,38982.00,41856.00,41856.00,39348.00,44365.00,39348.00,41856.00,8638.00,-179178.00,57698.00,1452769.00
[-] Customer Service,E,UCUS.00000021.02.01,ELECTRONIC BPO OPERATIONS,40531.00,35277.00,41411.00,39683.00,37880.00,41233.00,41689.00,37880.00,41233.00,40489.00,39391.00,45052.00,37737.00,35952.00,44015.00,40449.00,38610.00,41999.00,40650.00,40449.00,41999.00,39416.00,41960.00,45852.00,38962.00,37174.00,45397.00,39872.00,41771.00,43321.00,40073.00,43669.00,43321.00,40678.00,43282.00,45336.00,41959.00,38168.00,46183.00,39053.00,44911.00,44508.00,41207.00,44911.00,42556.00,43764.00,44470.00,44571.00,45163.00,41258.00,43612.00,44247.00,46258.00,41775.00,46460.00,44247.00,43786.00,47064.00,43747.00,47812.00,46510.00,40477.00,44929.00,45575.00,45575.00,45053.00,47848.00,43503.00,47125.00,48452.00,42943.00,51211.00,3074581.00
[-] Customer Service,E,UCUS.00000030.01.01,CB POWER BILLING,73120.00,70790.00,74480.00,70819.00,65619.00,68728.00,71836.00,65619.00,72914.00,68728.00,71880.00,75240.00,59581.00,60951.00,67157.00,64256.00,61356.00,64256.00,64256.00,64256.00,68568.00,61357.00,70701.00,75781.00,61512.00,63003.00,69333.00,63343.00,66338.00,66339.00,63344.00,69334.00,70779.00,63343.00,72969.00,75220.00,63808.00,64564.00,70568.00,62046.00,71285.00,68207.00,65127.00,71286.00,69567.00,68206.00,74837.00,74008.00,71286.00,69438.00,66512.00,70238.00,73410.00,63895.00,73411.00,70239.00,71507.00,73410.00,73698.00,79121.00,73411.00,68206.00,68589.00,72332.00,72332.00,69066.00,75600.00,69066.00,76773.00,75599.00,72429.00,84482.00,4994666.00
[-] Customer Service,E,UCUS.00000031.01.01,PPC DAY/EXCEPTION & CORRESPONDENCE,77801.00,69061.00,77823.00,78327.00,74934.00,78327.00,81720.00,74934.00,78327.00,78327.00,75438.00,82224.00,74164.00,70304.00,82689.00,79736.00,76279.00,79736.00,79736.00,79736.00,79736.00,76279.00,80240.00,83697.00,69853.00,66293.00,77826.00,71839.00,75084.00,75084.00,71839.00,78330.00,75084.00,71839.00,75588.00,75588.00,82068.00,74438.00,86730.00,77079.00,88089.00,84419.00,80749.00,88089.00,80749.00,84419.00,84923.00,81253.00,88089.00,80245.00,81897.00,86841.00,90622.00,79281.00,90622.00,86841.00,83061.00,90622.00,83565.00,87345.00,90622.00,78777.00,84372.00,89336.00,89336.00,85443.00,93230.00,85443.00,89336.00,93230.00,82053.00,93734.00,5830769.00
[-] Customer Service,E,UCUS.00000032.01.01,BILL PRINT,51416.00,44945.00,50682.00,50682.00,48461.00,50682.00,52904.00,48461.00,50682.00,50682.00,48461.00,52904.00,47982.00,45784.00,53897.00,51632.00,49368.00,51632.00,51632.00,51632.00,51632.00,49368.00,51632.00,53897.00,49497.00,47294.00,55605.00,50927.00,53266.00,53266.00,50927.00,55605.00,53266.00,50927.00,53266.00,53266.00,53190.00,48519.00,56577.00,49921.00,57137.00,54732.00,52326.00,57137.00,52326.00,54732.00,54732.00,52326.00,57137.00,52326.00,53409.00,56319.00,58797.00,51364.00,58797.00,56319.00,53842.00,58797.00,53842.00,56319.00,58797.00,51364.00,55031.00,57954.00,57954.00,55402.00,60506.00,55402.00,57954.00,60506.00,52851.00,60506.00,3833316.00
[-] Customer Service,E,UCUS.00000033.01.01,CENTRAL CUSTOMER ACCOUNTING,7344.00,7353.00,5236.00,5814.00,5587.00,5891.00,6687.00,7625.00,10988.00,8694.00,10454.00,8920.00,6899.00,7309.00,5385.00,5766.00,5541.00,5843.00,6439.00,7776.00,10940.00,8448.00,10605.00,8869.00,6907.00,7317.00,5395.00,5577.00,5747.00,5852.00,6251.00,7983.00,10949.00,8457.00,10614.00,8681.00,7098.00,7310.00,5387.00,5372.00,5937.00,5844.00,6243.00,7975.00,10744.00,8647.00,10607.00,8476.00,7295.00,7508.00,4992.00,5767.00,5937.00,5449.00,6639.00,7778.00,10744.00,8845.00,10409.00,8674.00,2752.00,3360.00,844.00,1422.00,1394.00,1499.00,2096.00,3432.00,6596.00,4302.00,6262.00,4328.00,488108.00
[-] Customer Service,E,UCUS.00000033.02.01,SOUTHERN CUSTOMER ACCOUNTING,104381.00,90725.00,100970.00,101548.00,96969.00,101625.00,106773.00,99007.00,106723.00,104428.00,101837.00,109465.00,97295.00,92393.00,107417.00,103361.00,98700.00,103439.00,104035.00,105372.00,108536.00,101608.00,108201.00,111360.00,100280.00,95252.00,110705.00,101729.00,106478.00,106583.00,102403.00,113293.00,111680.00,104609.00,111346.00,109871.00,107665.00,97727.00,113439.00,99450.00,114127.00,109330.00,105025.00,116165.00,109526.00,112133.00,114093.00,107717.00,115485.00,105282.00,106464.00,112183.00,117190.00,102191.00,117892.00,114194.00,112323.00,120098.00,111989.00,115549.00,115997.00,100826.00,106605.00,112993.00,112965.00,107999.00,118738.00,109932.00,118167.00,120944.00,107690.00,121430.00,7751922.00
[-] Customer Service,E,UCUS.00000034.01.01,QUALITY ASSURANCE & ANALYSIS,109472.00,95251.00,108077.00,108077.00,103111.00,108077.00,113044.00,103111.00,108077.00,108077.00,104622.00,115059.00,102604.00,97182.00,115331.00,110265.00,105199.00,110265.00,110265.00,110265.00,110265.00,105199.00,111776.00,117346.00,106041.00,100608.00,119208.00,108739.00,113974.00,113974.00,108739.00,119208.00,113974.00,108739.00,115485.00,115989.00,114326.00,103367.00,121402.00,106504.00,122657.00,117272.00,111888.00,122657.00,111888.00,117272.00,118784.00,113903.00,123161.00,111888.00,114311.00,120826.00,126372.00,109734.00,126372.00,120826.00,115280.00,126372.00,116791.00,122841.00,126876.00,109734.00,117942.00,124487.00,124487.00,118774.00,130199.00,118774.00,124487.00,130199.00,114573.00,132214.00,8224137.00
[-] Customer Service,E,UCUS.00000035.01.01,FIELD-OPS-MGT-BASE-ADMIN,9431.00,8201.00,9291.00,9291.00,8869.00,9291.00,9714.00,8869.00,9291.00,9291.00,8869.00,9714.00,8785.00,8367.00,9910.00,9479.00,9048.00,9479.00,9479.00,9479.00,9479.00,9048.00,9479.00,9910.00,9079.00,8659.00,10242.00,9351.00,9796.00,9796.00,9351.00,10242.00,9796.00,9351.00,9796.00,9796.00,9784.00,8895.00,10429.00,9161.00,10536.00,10078.00,9620.00,10536.00,9620.00,10078.00,10078.00,9620.00,10536.00,9620.00,9826.00,10380.00,10852.00,9436.00,10852.00,10380.00,9908.00,10852.00,9908.00,10380.00,10852.00,9436.00,10135.00,10691.00,10691.00,10205.00,11177.00,10205.00,10691.00,11177.00,9719.00,11177.00,704844.00
[-] Customer Service,E,UCUS.00000042.01.01,FO_FSO_EAST_RM_BASE_HIGHBILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8941.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8941.00
[-] Customer Service,E,UCUS.00000045.01.01,FO_FSO_WEST_RM_BASE_ADMIN,4586.00,4586.00,5195.00,5195.00,4959.00,5195.00,5432.00,4959.00,5195.00,5195.00,4959.00,5432.00,4905.00,4671.00,5533.00,5292.00,5052.00,5292.00,5292.00,5292.00,5292.00,5052.00,5292.00,5533.00,5062.00,4828.00,5711.00,5214.00,5462.00,5462.00,5214.00,5711.00,5462.00,5214.00,5462.00,5462.00,,4957.00,5812.00,5106.00,5872.00,5617.00,5361.00,5872.00,5361.00,5617.00,5617.00,,5872.00,5361.00,5476.00,5785.00,6048.00,5259.00,6048.00,5785.00,5522.00,6048.00,5522.00,5785.00,6048.00,,,,,,,,,,,,317407.00
[-] Customer Service,E,UCUS.00000046.01.01,FOSS-MGT-CS-RES-FIELD-SVCS,31613.00,28222.00,31976.00,31976.00,33743.00,36699.00,38367.00,30522.00,31976.00,31976.00,30522.00,33429.00,22823.00,21665.00,25938.00,24745.00,26950.00,29416.00,29416.00,24745.00,24745.00,23553.00,24745.00,25938.00,23634.00,22473.00,26853.00,24388.00,29237.00,30301.00,28856.00,26853.00,25620.00,24388.00,25620.00,25620.00,25589.00,23127.00,27374.00,23866.00,31493.00,31074.00,29594.00,27669.00,25134.00,26401.00,26401.00,25134.00,27669.00,25134.00,25704.00,27238.00,32792.00,28875.00,33429.00,27238.00,25932.00,28544.00,25932.00,27238.00,28544.00,24627.00,26559.00,28100.00,32348.00,31216.00,34330.00,26755.00,28100.00,29445.00,25410.00,29445.00,2013007.00
[-] Customer Service,E,UCUS.00000049.01.01,OPER-ANL-CS-RES-FIELD-SVCS,32832.00,28550.00,32347.00,32347.00,30877.00,32347.00,33817.00,30877.00,32347.00,32347.00,30877.00,33817.00,30590.00,29133.00,34508.00,33008.00,31507.00,33008.00,33008.00,33008.00,33008.00,31507.00,33008.00,34508.00,31617.00,30157.00,35667.00,32566.00,34117.00,34117.00,32566.00,35667.00,34117.00,32566.00,34117.00,34117.00,34076.00,30978.00,36322.00,31907.00,36693.00,35098.00,33503.00,36693.00,33503.00,35098.00,35098.00,33503.00,36693.00,33503.00,34221.00,36151.00,37794.00,32864.00,37794.00,36151.00,34508.00,37794.00,34508.00,36151.00,37794.00,32864.00,35296.00,37235.00,37235.00,35543.00,38928.00,35543.00,37235.00,38928.00,33850.00,38928.00,2454553.00
[-] Customer Service,E,UCUS.00000052.17.01,FO_MGA_EAST_BBASEAM1,80657.00,70136.00,79465.00,79465.00,75853.00,79465.00,83077.00,75853.00,79465.00,79465.00,75853.00,83077.00,75155.00,71576.00,84782.00,81096.00,77409.00,81096.00,88373.00,88373.00,88373.00,84356.00,88373.00,92390.00,84658.00,80748.00,95502.00,87198.00,91350.00,91350.00,87198.00,95502.00,91350.00,87198.00,91350.00,91350.00,91243.00,82948.00,97256.00,85436.00,98252.00,93980.00,89708.00,98252.00,89708.00,93980.00,93980.00,89708.00,98252.00,89708.00,91630.00,96799.00,101199.00,87999.00,101199.00,96799.00,92399.00,101199.00,92399.00,96799.00,101199.00,87999.00,94511.00,99703.00,99703.00,95171.00,104235.00,95171.00,99703.00,104235.00,90639.00,104235.00,6445277.00
[-] Customer Service,E,UCUS.00000053.01.01,NATIONAL-ACCTS-ADMINISTRATION,81457.00,70832.00,80253.00,80253.00,76605.00,80253.00,83901.00,76605.00,80253.00,80253.00,76605.00,83901.00,75910.00,72296.00,85634.00,81911.00,78188.00,81911.00,89460.00,89460.00,89460.00,85394.00,89460.00,93526.00,85708.00,81749.00,96687.00,88279.00,92483.00,92483.00,88279.00,96687.00,92483.00,88279.00,92483.00,92483.00,92377.00,83979.00,98466.00,86499.00,99474.00,95149.00,90824.00,99474.00,90824.00,95149.00,95149.00,90824.00,99474.00,90824.00,92770.00,98003.00,102458.00,89094.00,102458.00,98003.00,93548.00,102458.00,93548.00,98003.00,102458.00,89094.00,95687.00,100943.00,100943.00,96355.00,105532.00,96355.00,100943.00,105532.00,91767.00,105532.00,6521831.00
[-] Customer Service,E,UCUS.00000056.01.01,CUST-TECH-SUPP-ADMINISTRATION,14045.00,12213.00,13837.00,13837.00,13208.00,13837.00,14466.00,13208.00,13837.00,13837.00,13208.00,14466.00,13078.00,12455.00,14753.00,14112.00,13470.00,14112.00,14112.00,14112.00,14112.00,13470.00,14112.00,14753.00,13512.00,12887.00,15242.00,13917.00,14580.00,14580.00,13917.00,15242.00,14580.00,13917.00,14580.00,14580.00,14560.00,13236.00,15519.00,13633.00,15678.00,14997.00,14315.00,15678.00,14315.00,14997.00,14997.00,14315.00,15678.00,14315.00,14622.00,15447.00,16149.00,14042.00,16149.00,15447.00,14744.00,16149.00,14744.00,15447.00,16149.00,14042.00,15081.00,15910.00,15910.00,15187.00,16633.00,15187.00,15910.00,16633.00,14464.00,16633.00,1049094.00
[-] Customer Service,E,UCUS.00000056.11.01,CUST-TECH-SUPP-QUALITY POWER,55704.00,49292.00,55848.00,55848.00,53309.00,55848.00,58387.00,53309.00,55848.00,55848.00,53309.00,58387.00,52826.00,50310.00,59593.00,57002.00,54411.00,57002.00,57002.00,57002.00,57002.00,54411.00,57002.00,59593.00,54611.00,52088.00,61606.00,56249.00,58928.00,58928.00,56249.00,61606.00,58928.00,56249.00,58928.00,58928.00,58860.00,53509.00,62740.00,55115.00,63382.00,60626.00,57870.00,63382.00,57870.00,60626.00,60626.00,57870.00,63382.00,57870.00,59111.00,62445.00,65283.00,56768.00,65283.00,62445.00,59607.00,65283.00,59607.00,62445.00,65283.00,56768.00,60969.00,64318.00,64318.00,61395.00,67242.00,61395.00,64318.00,67242.00,58471.00,67242.00,4238355.00
[-] Customer Service,E,UCUS.00000057.01.01,DADE- METER MAINTENANCE,146679.00,127547.00,140302.00,140302.00,133924.00,140302.00,146679.00,133924.00,140302.00,141258.00,137942.00,151080.00,136419.00,129923.00,149411.00,142915.00,136419.00,142915.00,142915.00,142915.00,142915.00,137393.00,147203.00,153894.00,140718.00,134017.00,154119.00,140718.00,147418.00,147418.00,140718.00,154119.00,147418.00,141924.00,151841.00,151841.00,151863.00,138057.00,158765.00,138057.00,158765.00,151863.00,144960.00,158765.00,144960.00,153312.00,156418.00,149308.00,154479.00,141046.00,141046.00,147763.00,154479.00,134330.00,154479.00,147763.00,141046.00,155173.00,142664.00,149458.00,156252.00,135871.00,142664.00,149458.00,149458.00,142664.00,156252.00,142664.00,149458.00,157045.00,137458.00,158077.00,10483892.00
[-] Customer Service,E,UCUS.00000057.03.01,DADE- C/I METER MAINTENANCE,50099.00,43565.00,47921.00,47921.00,45743.00,47921.00,50099.00,45743.00,47921.00,48248.00,47115.00,51602.00,46595.00,44376.00,51033.00,48814.00,46595.00,48814.00,48814.00,48814.00,48814.00,46928.00,50278.00,52564.00,48093.00,45803.00,52673.00,48093.00,50383.00,50383.00,48093.00,52673.00,50383.00,48505.00,51894.00,51894.00,51806.00,47096.00,54161.00,47096.00,54161.00,51806.00,49451.00,54161.00,49451.00,52301.00,53360.00,50935.00,55786.00,50935.00,50935.00,53360.00,55786.00,48509.00,55786.00,53360.00,50935.00,56001.00,51436.00,53885.00,56335.00,48987.00,51436.00,53885.00,53885.00,51436.00,56335.00,51436.00,53885.00,56581.00,49478.00,56900.00,3648284.00
[-] Customer Service,E,UCUS.00000057.04.01,DADE- RP,26340.00,22904.00,25194.00,25194.00,24049.00,25194.00,26340.00,24049.00,25194.00,25365.00,24766.00,27125.00,24493.00,23326.00,26825.00,25659.00,24493.00,25659.00,25659.00,25659.00,25659.00,24667.00,26424.00,27625.00,25124.00,23928.00,27517.00,25124.00,26321.00,26321.00,25124.00,27517.00,26321.00,25338.00,27106.00,27106.00,27549.00,25044.00,28801.00,25044.00,28801.00,27549.00,26297.00,28801.00,26297.00,27810.00,28371.00,27081.00,29836.00,27241.00,27241.00,28538.00,29836.00,25944.00,29836.00,28538.00,27241.00,30011.00,27650.00,28967.00,30284.00,26333.00,27650.00,28967.00,28967.00,27650.00,30284.00,27650.00,28967.00,30484.00,26735.00,30745.00,1933751.00
[-] Customer Service,E,UCUS.00000057.10.01,DADE- ADMINISTRATIVE,49132.00,48156.00,52971.00,52971.00,50564.00,52971.00,55379.00,50564.00,52971.00,53333.00,52080.00,57041.00,58544.00,56091.00,64505.00,61701.00,58896.00,61701.00,61701.00,61701.00,61701.00,59317.00,63552.00,66440.00,68331.00,65077.00,74839.00,68331.00,71585.00,71585.00,68331.00,74839.00,71585.00,68917.00,73732.00,73732.00,73887.00,67170.00,77245.00,67170.00,77245.00,73887.00,70528.00,77245.00,70528.00,74592.00,76103.00,72644.00,79663.00,72736.00,72736.00,76199.00,79663.00,69272.00,79663.00,76199.00,72736.00,80598.00,74918.00,78485.00,101204.00,96885.00,101730.00,106574.00,106574.00,101730.00,111418.00,101730.00,106574.00,112871.00,99792.00,114761.00,5267812.00
[-] Customer Service,E,UCUS.00000057.10.02,DADE - SUPERVISION,17965.00,15622.00,17700.00,17700.00,16895.00,17700.00,18504.00,16895.00,17700.00,17700.00,16895.00,18504.00,16742.00,15945.00,18887.00,18065.00,17244.00,18065.00,18065.00,18065.00,18065.00,17244.00,18065.00,18887.00,17099.00,16309.00,19289.00,17612.00,18451.00,18451.00,17612.00,19289.00,18451.00,17612.00,18451.00,18451.00,19104.00,17367.00,20363.00,17888.00,20572.00,19677.00,18783.00,20572.00,18783.00,19677.00,19677.00,18783.00,20814.00,19004.00,19411.00,20506.00,21438.00,18642.00,21438.00,20506.00,19574.00,21438.00,19574.00,20506.00,21438.00,18642.00,20021.00,21121.00,21121.00,20161.00,22081.00,20161.00,21121.00,22081.00,19201.00,22081.00,1363522.00
[-] Customer Service,E,UCUS.00000057.11.01,DADE- DISPATCH,5359.00,4660.00,5126.00,5126.00,4893.00,5126.00,5359.00,4893.00,5126.00,5161.00,5040.00,5520.00,4984.00,4747.00,5459.00,5222.00,4984.00,5222.00,5222.00,5222.00,5222.00,5020.00,5378.00,5623.00,5083.00,4841.00,5567.00,5083.00,5325.00,5325.00,5083.00,5567.00,5325.00,5126.00,5485.00,5485.00,5675.00,5160.00,5933.00,5160.00,5933.00,5675.00,5418.00,5933.00,5418.00,5730.00,5846.00,5580.00,6183.00,5646.00,5646.00,5915.00,6183.00,5377.00,6183.00,5915.00,5646.00,6256.00,5815.00,6092.00,6369.00,5538.00,5815.00,6092.00,6092.00,5815.00,6369.00,5815.00,6092.00,6452.00,5704.00,6560.00,398021.00
[-] Customer Service,E,UCUS.00000058.01.01,RRD ADMIN & SPPT,87770.00,75286.00,87888.00,87888.00,83008.00,87888.00,92768.00,83008.00,87888.00,87888.00,83008.00,92768.00,92389.00,87070.00,106699.00,101220.00,95741.00,101220.00,101220.00,101220.00,101220.00,95741.00,101220.00,106699.00,96091.00,90757.00,110882.00,99555.00,105218.00,105218.00,99555.00,110882.00,105218.00,99555.00,105218.00,105218.00,105087.00,93773.00,113289.00,97168.00,114647.00,108820.00,102994.00,114647.00,102994.00,108820.00,108820.00,102994.00,114647.00,102994.00,105616.00,112666.00,118667.00,100663.00,118667.00,112666.00,106665.00,118667.00,106665.00,112666.00,118667.00,100663.00,109545.00,116627.00,116627.00,110445.00,122808.00,110445.00,116627.00,122808.00,104264.00,122808.00,7439723.00
[-] Customer Service,E,UCUS.00000058.06.01,RCS RR STRATEGY & ANALYTICS,30667.00,26667.00,30214.00,30214.00,28841.00,30214.00,31587.00,28841.00,30214.00,30214.00,28841.00,31587.00,28568.00,27208.00,32228.00,30827.00,29425.00,30827.00,30827.00,30827.00,30827.00,29425.00,30827.00,32228.00,29525.00,28161.00,33307.00,30411.00,31859.00,31859.00,30411.00,33307.00,31859.00,30411.00,31859.00,31859.00,31819.00,28927.00,33916.00,29794.00,34264.00,32774.00,31284.00,34264.00,31284.00,32774.00,32774.00,31284.00,34264.00,31284.00,31954.00,33757.00,35291.00,30688.00,35291.00,33757.00,32223.00,35291.00,32223.00,33757.00,35291.00,30688.00,32959.00,34770.00,34770.00,33189.00,36350.00,33189.00,34770.00,36350.00,31609.00,36350.00,2292196.00
[-] Customer Service,E,UCUS.00000059.01.01,REVENUE COLLECTIONS - INACTIVE,69810.00,60449.00,69533.00,69533.00,66016.00,69533.00,72852.00,66516.00,70033.00,70033.00,66516.00,73568.00,65057.00,61577.00,74417.00,70833.00,67249.00,70833.00,70635.00,71333.00,71333.00,67749.00,71333.00,74935.00,67231.00,63746.00,76894.00,69494.00,73194.00,73194.00,69296.00,77394.00,73694.00,69994.00,73694.00,73712.00,68370.00,65496.00,78241.00,67713.00,79128.00,75323.00,71320.00,79628.00,72018.00,75823.00,75823.00,72036.00,78916.00,71306.00,73018.00,77622.00,81541.00,69784.00,81343.00,78122.00,74203.00,82041.00,74203.00,78140.00,81305.00,69548.00,75348.00,79973.00,79973.00,75936.00,83812.00,76436.00,80473.00,84510.00,72399.00,84528.00,5268610.00
